일시,위도(null),경도(null),강도(null),낙뢰 강도 극성 구분(null)
2019-05-01 11:35:12.708,33.7798,127.3320,8.0,대지방전
2019-05-01 15:48:43.620,35.2532,128.3100,-8.6,구름방전
2019-05-01 15:50:59.484,35.2461,128.3300,10.9,대지방전
2019-05-01 16:02:52.671,35.2326,128.3400,-13.1,대지방전
2019-05-01 16:02:52.696,35.2321,128.3370,-5.1,구름방전
2019-05-01 16:02:52.720,35.2260,128.3620,-6.3,대지방전
2019-05-01 16:10:10.508,35.1706,128.4860,-7.0,대지방전
2019-05-01 16:10:24.947,35.2048,128.4220,5.8,구름방전
2019-05-01 16:10:25.068,35.2163,128.3670,-6.8,대지방전
2019-05-01 16:10:25.236,35.2210,128.4730,-6.1,구름방전
2019-05-01 16:15:13.677,35.1510,128.4480,-13.7,대지방전
2019-05-01 16:15:13.677,35.1741,128.5080,53.2,대지방전
2019-05-01 16:15:14.042,35.1049,128.4720,11.8,대지방전
2019-05-01 16:24:23.110,35.2195,128.3970,-61.8,대지방전
2019-05-01 16:25:50.290,35.2164,128.3960,-6.9,구름방전
2019-05-01 16:25:50.716,35.1729,128.4540,-12.6,대지방전
2019-05-01 16:25:50.720,35.1867,128.5050,-11.1,대지방전
2019-05-01 16:25:50.721,35.1916,128.4890,-7.7,대지방전
2019-05-01 16:25:50.723,35.1850,128.5000,-8.4,대지방전
2019-05-01 16:25:50.725,35.1916,128.5050,-7.9,대지방전
2019-05-01 16:25:50.845,35.1769,128.4710,-10.5,대지방전
2019-05-01 16:36:40.858,35.1377,128.5250,7.6,대지방전
2019-05-01 16:36:41.067,35.1521,128.6050,13.0,대지방전
2019-05-01 16:36:41.363,35.0897,128.7880,5.7,구름방전
2019-05-01 16:38:38.472,35.1165,128.5240,14.9,대지방전
2019-05-01 16:38:38.482,35.1190,128.5240,-11.4,대지방전
2019-05-01 16:38:38.496,35.1167,128.5250,-7.6,대지방전
2019-05-01 16:41:35.494,35.1285,128.6120,-6.8,대지방전
2019-05-01 16:41:35.503,35.1353,128.6570,6.7,구름방전
2019-05-01 16:42:56.344,35.1117,128.5360,6.0,구름방전
2019-05-01 16:46:42.998,35.1204,128.5860,-20.2,대지방전
2019-05-01 16:46:42.998,35.1414,128.5640,15.9,대지방전
2019-05-01 16:46:43.047,35.1408,128.5890,-8.1,대지방전
2019-05-03 00:55:16.717,35.9261,132.8760,-15.7,대지방전
2019-05-03 11:28:05.371,32.0379,133.3850,49.6,대지방전
2019-05-03 13:44:03.379,32.0932,133.7420,59.4,대지방전
2019-05-03 14:00:24.877,35.6710,127.8740,-6.2,구름방전
2019-05-03 14:54:47.623,33.7152,133.4450,-28.0,대지방전
2019-05-03 15:16:51.904,33.6889,133.4430,-39.0,대지방전
2019-05-03 15:39:32.423,33.7311,133.5620,59.7,대지방전
2019-05-03 16:24:00.485,33.5659,133.0460,-73.2,대지방전
2019-05-03 16:51:36.295,32.6981,131.3670,-34.4,대지방전
2019-05-03 16:58:42.709,34.0352,135.7330,96.9,대지방전
2019-05-03 17:24:50.263,32.6318,131.4210,-32.7,대지방전
2019-05-03 17:25:26.203,33.5205,133.3520,77.4,대지방전
2019-05-03 17:30:17.763,33.5066,133.3180,73.1,대지방전
2019-05-03 17:39:30.592,33.4305,133.1450,62.6,대지방전
2019-05-03 18:18:34.616,32.4889,131.3100,-68.1,대지방전
2019-05-03 18:20:43.620,33.8067,133.9390,119.9,대지방전
2019-05-03 18:28:59.633,33.8156,133.8530,61.1,대지방전
2019-05-04 00:30:12.783,31.9412,133.6730,-41.8,대지방전
2019-05-04 08:00:45.793,36.1145,131.6250,-10.9,대지방전
2019-05-04 08:39:12.389,36.1525,131.3450,33.8,대지방전
2019-05-04 14:18:50.901,36.3217,130.4980,-10.9,대지방전
2019-05-04 14:45:20.867,36.8547,129.0830,12.5,구름방전
2019-05-04 16:12:21.071,38.6777,127.9100,24.8,대지방전
2019-05-04 16:59:06.764,37.2435,128.9320,-5.8,대지방전
2019-05-04 17:03:43.926,37.3574,128.6020,-5.4,대지방전
2019-05-04 17:12:54.099,37.3720,128.6020,-5.6,구름방전
2019-05-04 17:14:57.930,37.3247,128.6150,14.6,대지방전
2019-05-04 17:23:27.123,37.3473,128.6070,-6.4,대지방전
2019-05-04 17:23:27.238,37.3417,128.6140,-6.0,대지방전
2019-05-04 17:49:01.254,37.2592,128.6420,-3.9,대지방전
2019-05-04 18:08:31.735,37.2636,128.6370,-9.1,대지방전
2019-05-04 20:18:20.602,35.3725,125.0030,11.8,대지방전
2019-05-05 07:24:16.114,39.2451,119.8310,115.1,대지방전
2019-05-05 07:43:02.886,39.1452,119.7440,78.6,대지방전
2019-05-05 20:32:35.657,32.8940,133.0140,-54.6,대지방전
2019-05-05 22:07:59.046,32.4311,131.6770,49.1,대지방전
2019-05-05 22:15:16.311,32.4948,131.7200,39.5,대지방전
2019-05-06 05:23:12.868,32.2553,128.4070,19.0,대지방전
2019-05-06 09:11:42.798,35.3077,132.4960,-58.5,대지방전
2019-05-06 09:31:33.199,31.7415,128.5980,-47.2,대지방전
2019-05-06 10:03:11.716,34.7083,132.2840,74.4,대지방전
2019-05-06 10:12:10.066,34.5059,132.2620,83.7,대지방전
2019-05-06 10:18:49.652,34.6969,132.2460,60.8,대지방전
2019-05-06 10:21:35.092,34.8671,132.7260,-31.7,대지방전
2019-05-06 10:30:31.913,34.8354,132.7750,-54.1,대지방전
2019-05-06 10:39:16.999,34.5648,132.4410,-26.3,대지방전
2019-05-06 10:39:18.067,34.7105,132.6370,67.2,대지방전
2019-05-06 10:42:05.501,34.6080,132.6900,-24.3,대지방전
2019-05-06 10:42:05.531,34.7446,132.5210,56.1,대지방전
2019-05-06 10:45:37.849,34.7333,132.6520,-25.6,대지방전
2019-05-06 10:49:04.809,35.1765,133.1350,43.9,대지방전
2019-05-06 10:51:52.411,35.1901,133.1680,58.1,대지방전
2019-05-06 10:58:43.947,35.1274,133.1390,79.9,대지방전
2019-05-06 11:04:33.155,34.9590,132.9210,-30.3,대지방전
2019-05-06 11:09:40.341,34.7918,132.7300,-33.5,대지방전
2019-05-06 11:10:27.246,35.0774,133.0690,-36.1,대지방전
2019-05-06 11:16:22.012,34.7685,132.9520,-30.8,대지방전
2019-05-06 11:21:17.478,35.0012,133.0860,97.7,대지방전
2019-05-06 11:22:59.664,34.8941,132.9290,39.1,대지방전
2019-05-06 11:23:58.864,34.9528,133.0350,50.7,대지방전
2019-05-06 11:29:30.892,34.9605,133.1160,49.9,대지방전
2019-05-06 11:35:20.460,34.9115,132.3960,-25.0,대지방전
2019-05-06 11:38:47.500,34.8999,133.0050,-37.2,대지방전
2019-05-06 11:41:00.250,34.6595,132.8860,64.2,대지방전
2019-05-06 11:53:48.059,34.9799,131.5490,23.1,대지방전
2019-05-06 11:53:48.078,34.4942,133.0490,94.6,대지방전
2019-05-06 11:58:14.984,34.4513,132.4790,67.4,대지방전
2019-05-06 12:07:18.640,34.3022,132.5560,-48.8,대지방전
2019-05-06 12:10:07.736,34.2996,132.6060,52.3,대지방전
2019-05-06 12:11:16.097,34.9978,133.6550,-38.5,대지방전
2019-05-06 12:15:58.900,34.3415,132.4310,-65.3,대지방전
2019-05-06 12:17:51.321,34.7427,132.1080,24.8,대지방전
2019-05-06 12:27:20.710,34.7347,132.6710,44.8,대지방전
2019-05-06 12:35:13.775,34.6250,132.7360,-33.6,대지방전
2019-05-06 12:36:26.664,35.1264,133.7980,-32.6,대지방전
2019-05-06 12:59:17.184,34.9027,133.7920,74.0,대지방전
2019-05-06 13:11:09.188,34.9263,133.9480,35.4,대지방전
2019-05-06 13:11:16.576,35.5633,134.1570,42.2,대지방전
2019-05-06 13:18:04.412,34.6522,133.1660,-44.3,대지방전
2019-05-06 13:18:04.440,34.6440,133.1860,-38.2,대지방전
2019-05-06 13:19:51.394,35.6224,135.1140,69.4,대지방전
2019-05-06 13:22:13.173,35.1232,134.4760,60.8,대지방전
2019-05-06 13:22:41.073,34.8838,133.9240,103.5,대지방전
2019-05-06 13:32:19.470,35.1298,134.2800,47.6,구름방전
2019-05-06 13:36:34.060,35.6940,133.8870,27.4,대지방전
2019-05-06 13:43:59.857,34.8514,134.1220,63.2,대지방전
2019-05-06 13:50:29.476,35.7587,135.2800,67.7,대지방전
2019-05-06 14:10:00.076,33.3664,133.5980,105.6,대지방전
2019-05-06 14:19:47.705,34.1824,134.4620,-65.0,대지방전
2019-05-06 14:48:31.381,32.9857,131.7700,37.9,대지방전
2019-05-06 15:03:08.351,33.4449,130.4030,67.8,대지방전
2019-05-06 15:09:17.141,35.2332,135.0850,150.5,대지방전
2019-05-06 15:11:36.102,33.7071,134.5510,66.0,대지방전
2019-05-06 15:14:05.437,33.3904,130.5530,-19.9,대지방전
2019-05-06 15:15:49.752,35.2443,135.1750,63.2,대지방전
2019-05-06 15:17:30.457,33.3954,130.5790,-35.5,대지방전
2019-05-06 15:37:41.857,35.0180,135.3000,-90.7,대지방전
2019-05-06 15:50:52.827,36.3953,136.3310,69.7,대지방전
2019-05-06 16:29:07.288,33.4265,131.4310,140.4,대지방전
2019-05-06 16:31:06.962,33.4567,131.3740,43.7,대지방전
2019-05-06 16:32:26.174,33.5501,131.8530,192.7,대지방전
2019-05-06 16:36:21.604,33.3852,131.4070,181.2,대지방전
2019-05-06 16:38:36.951,33.4428,131.4470,55.2,대지방전
2019-05-06 16:46:38.732,33.4067,131.7980,239.2,대지방전
2019-05-06 16:46:58.769,33.4199,131.5010,90.9,대지방전
2019-05-06 16:53:56.388,33.6172,131.7400,21.7,대지방전
2019-05-06 17:10:28.086,33.4318,132.0710,26.2,대지방전
2019-05-06 17:15:45.233,33.2344,131.7320,113.1,대지방전
2019-05-06 17:20:31.787,33.3479,134.1370,-70.3,대지방전
2019-05-06 17:29:40.611,35.3375,128.2280,-12.4,대지방전
2019-05-06 17:29:40.705,35.3500,128.2320,48.8,대지방전
2019-05-06 17:34:38.837,33.2716,134.4660,43.8,대지방전
2019-05-06 17:41:07.173,33.4664,132.3120,23.8,대지방전
2019-05-06 17:49:28.325,35.3176,128.2510,35.7,대지방전
2019-05-06 17:49:28.648,35.2712,128.3310,10.2,대지방전
2019-05-06 17:49:28.704,35.2719,128.3160,-3.8,대지방전
2019-05-06 17:51:19.283,35.3271,128.2560,7.5,대지방전
2019-05-06 17:53:36.712,35.3000,128.3040,-32.4,대지방전
2019-05-06 17:53:36.713,35.3022,128.3060,11.3,대지방전
2019-05-06 17:53:36.719,35.2770,128.3090,-7.2,대지방전
2019-05-06 17:53:36.742,35.2519,128.3780,-8.1,대지방전
2019-05-06 17:53:36.754,35.2698,128.3600,-6.8,대지방전
2019-05-06 17:55:09.362,33.1837,131.9890,112.4,대지방전
2019-05-06 18:01:36.965,35.3280,128.2840,-4.3,대지방전
2019-05-06 18:01:37.038,35.3382,128.1930,78.9,대지방전
2019-05-06 18:01:37.039,35.3389,128.1920,24.2,대지방전
2019-05-06 18:03:20.173,35.3184,128.1730,53.7,대지방전
2019-05-06 18:05:01.943,35.3306,128.2550,-4.5,대지방전
2019-05-06 18:05:53.381,33.5154,132.4480,-78.0,대지방전
2019-05-06 18:06:02.344,35.3161,128.2690,7.4,대지방전
2019-05-06 18:06:02.360,35.3153,128.2710,-6.6,대지방전
2019-05-06 18:06:02.622,35.3178,128.2680,-5.8,대지방전
2019-05-06 18:07:36.641,35.2973,128.2850,-8.4,대지방전
2019-05-06 18:07:36.723,35.2522,128.4000,15.0,대지방전
2019-05-06 18:07:36.875,35.3396,128.2410,-5.0,대지방전
2019-05-06 18:11:01.424,35.3245,128.3020,-8.6,대지방전
2019-05-06 18:12:55.011,33.5549,132.4800,-22.6,대지방전
2019-05-06 18:13:20.909,35.2957,128.3040,7.0,대지방전
2019-05-06 18:13:56.917,35.3050,128.3090,7.9,대지방전
2019-05-06 18:16:19.490,35.3239,128.2390,-10.4,대지방전
2019-05-06 18:16:19.495,35.3502,128.2160,16.1,구름방전
2019-05-06 18:16:19.759,35.3171,128.2270,-14.7,대지방전
2019-05-06 18:16:48.709,35.2705,128.3570,11.4,대지방전
2019-05-06 18:17:33.181,35.2982,128.2820,-8.9,대지방전
2019-05-06 18:19:46.166,35.3057,128.3030,-21.1,대지방전
2019-05-06 18:19:46.167,35.2689,128.3810,8.9,대지방전
2019-05-06 18:19:46.209,35.3239,128.2530,-12.1,대지방전
2019-05-06 18:20:39.581,35.2962,128.2940,-7.2,대지방전
2019-05-06 18:20:39.694,35.2638,128.3610,8.7,대지방전
2019-05-06 18:21:27.339,35.3041,128.3130,5.8,대지방전
2019-05-06 18:21:42.070,35.2916,128.2820,-14.0,대지방전
2019-05-06 18:22:30.322,35.2791,128.3200,-11.7,대지방전
2019-05-06 18:23:33.916,35.2810,128.3160,-9.2,대지방전
2019-05-06 18:23:33.980,35.2807,128.3160,-11.4,대지방전
2019-05-06 18:23:34.673,33.6557,132.2210,213.9,대지방전
2019-05-06 18:26:28.672,33.4889,134.9220,87.6,대지방전
2019-05-06 18:26:58.992,33.4005,132.5530,50.1,대지방전
2019-05-06 18:28:26.702,35.2676,128.3460,-4.6,대지방전
2019-05-06 18:28:26.706,35.2646,128.3450,-4.2,대지방전
2019-05-06 18:29:48.662,33.6531,132.2780,73.1,대지방전
2019-05-06 18:32:07.577,35.2432,128.3670,-10.4,대지방전
2019-05-06 18:32:07.783,35.2915,128.3480,-21.0,대지방전
2019-05-06 18:32:07.799,35.2937,128.3450,-15.4,대지방전
2019-05-06 18:33:18.236,33.1991,134.1230,-109.4,대지방전
2019-05-06 18:35:17.717,35.2488,128.3590,25.6,대지방전
2019-05-06 18:35:17.775,35.2348,128.3480,-8.6,대지방전
2019-05-06 18:38:44.231,35.2176,128.5170,-64.8,대지방전
2019-05-06 18:38:44.231,35.2177,128.5190,-7.9,대지방전
2019-05-06 18:38:44.254,35.2183,128.5150,-29.2,대지방전
2019-05-06 18:38:44.265,35.2167,128.5170,-11.6,대지방전
2019-05-06 18:38:44.275,35.2190,128.5160,-9.9,대지방전
2019-05-06 18:41:33.672,35.2316,128.3570,-8.9,대지방전
2019-05-06 18:42:26.197,35.3598,128.1820,10.6,대지방전
2019-05-06 18:43:15.229,33.6346,134.8170,-57.5,대지방전
2019-05-06 18:44:46.180,33.6910,132.4510,-25.4,대지방전
2019-05-06 18:46:18.440,35.2336,128.3540,7.9,대지방전
2019-05-06 18:46:18.457,35.2155,128.3430,91.6,대지방전
2019-05-06 18:46:18.478,35.2257,128.3560,-8.0,대지방전
2019-05-06 18:46:18.730,35.2091,128.5370,-15.9,대지방전
2019-05-06 18:46:18.747,35.2099,128.5380,-8.2,대지방전
2019-05-06 18:46:18.904,35.2090,128.5370,-7.5,대지방전
2019-05-06 18:47:17.405,33.2149,134.3430,-62.6,대지방전
2019-05-06 18:47:53.674,35.2131,128.3590,11.8,대지방전
2019-05-06 18:47:53.937,35.2315,128.4080,5.2,대지방전
2019-05-06 18:47:54.046,35.2397,128.4190,13.9,대지방전
2019-05-06 18:47:54.048,35.2537,128.4390,10.8,대지방전
2019-05-06 18:48:14.761,33.9334,132.4830,42.8,대지방전
2019-05-06 18:49:10.639,33.6942,132.4020,-28.0,대지방전
2019-05-06 18:50:23.605,35.3723,128.2160,10.6,대지방전
2019-05-06 18:50:23.616,35.3698,128.2150,-12.8,대지방전
2019-05-06 18:50:57.416,35.2174,128.3790,18.2,대지방전
2019-05-06 18:50:57.513,35.2375,128.3520,155.4,대지방전
2019-05-06 18:50:57.582,35.1956,128.5160,36.3,대지방전
2019-05-06 18:50:57.677,35.2174,128.3920,-7.2,대지방전
2019-05-06 18:56:26.191,33.4825,132.7280,-45.2,대지방전
2019-05-06 18:57:27.323,33.4406,134.9340,101.4,대지방전
2019-05-06 18:59:49.496,33.9095,132.5180,-25.0,대지방전
2019-05-06 19:07:22.575,33.4130,132.8790,34.8,대지방전
2019-05-06 19:09:25.973,33.9099,133.1200,90.3,대지방전
2019-05-06 19:11:28.357,33.9297,133.0870,73.1,대지방전
2019-05-06 19:11:28.428,33.8896,133.1730,42.6,대지방전
2019-05-06 19:11:49.495,33.6545,132.7650,97.0,대지방전
2019-05-06 19:19:10.217,35.3212,128.2850,-19.6,대지방전
2019-05-06 19:19:10.218,35.3204,128.2870,-17.6,대지방전
2019-05-06 19:19:10.223,35.3222,128.2900,-67.9,대지방전
2019-05-06 19:19:10.225,35.3171,128.2770,24.2,대지방전
2019-05-06 19:20:29.653,33.6781,132.8220,27.8,대지방전
2019-05-06 19:21:01.134,33.9001,133.1410,63.1,대지방전
2019-05-06 19:22:34.294,33.9729,133.1800,109.4,대지방전
2019-05-06 19:27:10.788,33.9622,133.5050,195.3,대지방전
2019-05-06 19:27:56.210,35.3144,128.3050,43.4,대지방전
2019-05-06 19:27:56.228,35.3135,128.3050,6.1,대지방전
2019-05-06 19:27:59.036,32.0718,132.5980,-33.1,대지방전
2019-05-06 19:30:10.507,33.9731,133.5550,125.9,대지방전
2019-05-06 19:32:15.844,33.9424,133.5640,98.5,대지방전
2019-05-06 19:37:17.832,34.6267,131.2590,16.0,대지방전
2019-05-06 19:40:31.256,33.8982,133.2070,-43.1,대지방전
2019-05-06 19:42:37.506,33.8590,133.0120,-56.4,대지방전
2019-05-06 19:48:53.318,32.0588,132.4120,-49.9,대지방전
2019-05-06 19:52:28.779,32.1921,132.7020,78.4,대지방전
2019-05-06 19:54:32.921,33.8851,133.3160,-60.6,대지방전
2019-05-06 19:57:09.135,34.0723,133.0020,29.6,대지방전
2019-05-06 19:57:09.298,33.8314,133.2720,-41.1,대지방전
2019-05-06 19:57:54.603,33.8248,133.5330,35.0,대지방전
2019-05-06 19:57:57.188,32.1904,132.8020,52.1,대지방전
2019-05-06 20:08:34.251,33.8367,133.4100,60.9,대지방전
2019-05-06 20:11:24.863,33.8557,133.2590,60.2,대지방전
2019-05-06 20:12:54.851,32.1543,132.9060,-43.9,대지방전
2019-05-06 20:13:38.905,33.9000,133.4060,86.7,대지방전
2019-05-06 20:15:57.469,33.9127,133.0010,-49.9,대지방전
2019-05-06 20:18:37.775,34.1216,132.9480,37.3,대지방전
2019-05-06 20:18:37.863,32.8524,132.7140,-49.8,대지방전
2019-05-06 20:20:08.800,33.9288,133.2210,45.8,대지방전
2019-05-06 20:20:36.386,33.8697,133.4370,46.9,대지방전
2019-05-06 20:33:04.185,33.9228,133.7270,58.5,대지방전
2019-05-06 20:46:00.397,33.9252,133.8650,46.7,대지방전
2019-05-06 20:51:18.378,31.9685,132.8300,44.0,대지방전
2019-05-06 20:55:49.611,33.9349,133.4190,-36.5,대지방전
2019-05-06 20:55:49.950,33.9657,133.4860,-37.1,대지방전
2019-05-06 20:56:23.160,33.9594,133.8080,194.5,대지방전
2019-05-06 20:57:48.720,33.9487,133.7840,68.3,대지방전
2019-05-06 21:04:48.980,34.0229,133.3620,-45.6,대지방전
2019-05-06 21:04:49.080,34.0193,133.3350,34.4,대지방전
2019-05-06 21:08:29.756,33.9008,133.3800,83.1,대지방전
2019-05-06 21:13:35.650,33.9229,133.4030,93.9,대지방전
2019-05-06 21:18:59.679,31.9566,132.9820,48.4,대지방전
2019-05-06 21:20:07.072,33.9373,133.4480,71.6,대지방전
2019-05-06 22:08:22.580,32.0123,133.8670,120.7,대지방전
2019-05-06 22:12:13.025,33.7081,134.3180,60.5,대지방전
2019-05-06 22:23:36.099,33.6749,134.2800,-42.6,대지방전
2019-05-06 22:41:47.334,32.6717,134.5180,-37.2,대지방전
2019-05-07 02:52:56.747,33.6347,126.7910,-16.6,대지방전
2019-05-07 21:58:07.684,34.5439,126.7200,-8.5,대지방전
2019-05-10 16:33:52.498,40.0114,126.8070,29.6,대지방전
2019-05-10 16:41:39.075,40.0002,126.7730,18.4,대지방전
2019-05-10 17:21:24.918,37.9221,126.6090,-22.6,구름방전
2019-05-11 00:38:13.051,37.1369,127.8000,4.4,대지방전
2019-05-11 02:24:29.205,43.5323,128.6940,91.6,대지방전
2019-05-11 02:31:22.496,43.5221,128.8310,77.0,대지방전
2019-05-11 03:32:05.645,34.4542,126.7710,6.2,대지방전
2019-05-11 04:09:58.241,36.7235,120.0810,48.7,대지방전
2019-05-11 04:09:58.303,36.7732,119.9880,58.1,대지방전
2019-05-11 04:11:48.215,36.5784,120.2210,90.6,대지방전
2019-05-11 04:27:01.946,36.2924,120.3150,-92.9,대지방전
2019-05-11 08:35:31.788,33.3090,124.9840,18.8,대지방전
2019-05-11 11:35:52.962,40.9046,127.6120,58.6,구름방전
2019-05-11 11:39:26.163,41.1289,128.5960,40.6,대지방전
2019-05-11 12:40:57.287,40.9360,128.6420,53.1,대지방전
2019-05-11 13:06:34.608,41.0597,127.7370,41.7,대지방전
2019-05-11 13:35:43.532,41.1793,128.0100,53.7,대지방전
2019-05-11 13:44:24.317,41.2388,127.9470,58.6,구름방전
2019-05-11 13:57:52.591,37.1934,125.4230,-11.5,대지방전
2019-05-11 13:58:09.341,40.7652,127.9010,58.0,대지방전
2019-05-11 14:01:31.111,37.5775,128.5060,24.6,대지방전
2019-05-11 14:02:18.695,37.0460,128.9500,6.5,대지방전
2019-05-11 14:13:31.552,37.5421,125.9860,-13.0,대지방전
2019-05-11 14:16:03.825,37.6181,128.4590,-55.5,대지방전
2019-05-11 14:16:03.828,37.6280,128.4280,-10.0,대지방전
2019-05-11 14:36:38.597,41.6989,127.8310,-44.5,대지방전
2019-05-11 14:37:46.496,37.4408,128.4810,-11.2,대지방전
2019-05-11 14:37:56.222,37.6526,128.4210,48.9,대지방전
2019-05-11 14:37:56.230,37.6527,128.4180,11.8,대지방전
2019-05-11 14:37:56.695,37.5836,128.4640,-18.4,대지방전
2019-05-11 14:40:11.130,37.4082,128.5420,-12.2,구름방전
2019-05-11 14:41:53.069,41.2185,126.7680,49.2,대지방전
2019-05-11 14:42:09.912,38.8150,124.1160,20.4,대지방전
2019-05-11 14:43:36.804,41.1868,126.7290,36.2,구름방전
2019-05-11 14:45:37.661,37.4635,128.5440,13.2,구름방전
2019-05-11 14:47:01.999,38.3402,127.8860,42.9,대지방전
2019-05-11 14:47:02.031,38.3459,127.9150,20.7,대지방전
2019-05-11 14:47:12.578,37.6449,128.4080,26.7,대지방전
2019-05-11 14:47:12.596,37.6445,128.4090,-11.5,대지방전
2019-05-11 14:49:24.102,41.5920,127.6120,50.6,대지방전
2019-05-11 14:54:12.529,41.7015,127.5030,48.0,대지방전
2019-05-11 14:58:06.470,38.2905,127.9190,24.2,대지방전
2019-05-11 15:02:12.045,37.9411,125.7890,-14.0,대지방전
2019-05-11 15:08:22.739,37.7389,128.2750,-9.5,대지방전
2019-05-11 15:10:11.121,37.7696,128.3000,11.0,대지방전
2019-05-11 15:13:00.600,40.0278,126.7070,60.7,구름방전
2019-05-11 15:15:30.550,38.0565,128.1080,-24.5,대지방전
2019-05-11 15:19:05.234,39.3027,126.8560,-24.7,대지방전
2019-05-11 15:19:05.311,39.2955,126.8420,-25.3,대지방전
2019-05-11 15:30:20.985,41.0750,126.4700,31.0,대지방전
2019-05-11 15:30:50.126,38.9182,127.3460,17.5,대지방전
2019-05-11 15:42:36.643,38.5262,127.8920,16.8,대지방전
2019-05-11 15:55:48.987,40.1625,126.5090,50.5,대지방전
2019-05-11 15:58:14.096,38.4831,127.7640,45.4,대지방전
2019-05-11 16:00:23.874,39.3505,126.7140,-24.2,대지방전
2019-05-11 16:00:23.911,39.3681,126.7150,-26.3,구름방전
2019-05-11 16:01:02.590,38.4408,127.7110,22.2,대지방전
2019-05-11 16:02:47.142,39.3530,126.7340,-28.6,대지방전
2019-05-11 16:05:58.709,41.2228,126.2400,57.2,대지방전
2019-05-11 16:14:25.631,40.0639,126.8800,30.3,대지방전
2019-05-11 16:18:20.029,38.4742,127.8190,-23.8,대지방전
2019-05-11 16:19:29.472,37.9764,126.7250,-9.2,대지방전
2019-05-11 16:22:38.638,38.4349,127.8230,-16.9,대지방전
2019-05-11 16:31:32.446,38.4609,127.6930,28.6,대지방전
2019-05-11 16:31:56.156,40.0578,126.8800,45.4,대지방전
2019-05-11 16:32:12.153,41.9907,126.6740,62.3,대지방전
2019-05-11 16:34:23.580,40.8476,126.1180,148.3,대지방전
2019-05-11 16:36:06.131,38.3996,127.7340,87.5,대지방전
2019-05-11 16:37:53.995,38.4646,127.6930,-18.7,대지방전
2019-05-11 16:41:36.701,40.8882,126.0570,66.8,대지방전
2019-05-11 16:56:03.539,39.9770,126.6860,27.1,대지방전
2019-05-11 17:05:37.974,37.0448,128.7140,6.1,대지방전
2019-05-11 17:09:06.983,40.7048,126.3980,65.6,대지방전
2019-05-11 17:12:53.382,37.0313,128.6910,-6.2,대지방전
2019-05-11 17:13:08.764,39.9412,126.7190,-29.0,대지방전
2019-05-11 17:19:57.883,37.0412,128.7310,-19.3,대지방전
2019-05-11 17:21:47.650,40.0050,126.7940,-19.9,구름방전
2019-05-11 17:24:05.918,36.9919,128.7020,-4.4,대지방전
2019-05-11 17:35:04.695,41.0791,125.8780,34.1,대지방전
2019-05-11 17:36:37.895,40.7285,126.2350,38.1,대지방전
2019-05-11 17:38:50.947,41.4311,126.0750,57.8,대지방전
2019-05-11 17:42:02.553,40.1273,126.7620,-60.4,대지방전
2019-05-11 17:49:39.886,40.0415,126.5060,43.5,대지방전
2019-05-11 17:52:13.102,39.9639,126.5690,100.5,대지방전
2019-05-11 17:57:18.801,40.8299,126.1360,28.8,대지방전
2019-05-11 17:59:59.290,36.8842,128.7440,-7.2,대지방전
2019-05-11 18:03:06.051,40.0713,126.5010,62.6,대지방전
2019-05-11 18:04:57.969,40.0754,126.5040,43.7,대지방전
2019-05-11 18:05:49.962,40.0869,126.4500,25.9,대지방전
2019-05-11 18:17:48.965,40.1655,126.4520,130.4,대지방전
2019-05-11 18:20:05.429,40.1599,126.4260,45.1,대지방전
2019-05-11 18:24:48.432,40.9548,125.7930,40.8,대지방전
2019-05-11 18:35:15.890,41.1210,125.8510,75.2,대지방전
2019-05-11 19:30:27.228,37.9615,125.4230,-14.8,구름방전
2019-05-11 20:32:35.825,35.5122,119.7750,93.0,대지방전
2019-05-11 22:14:05.401,35.3470,120.1820,42.4,대지방전
2019-05-11 22:33:47.836,35.3942,120.2410,34.9,대지방전
2019-05-11 23:00:42.481,36.4676,123.8550,-37.1,대지방전
2019-05-11 23:25:21.098,35.4533,120.4430,42.7,대지방전
2019-05-11 23:32:53.898,35.5308,120.6150,26.0,대지방전
2019-05-11 23:35:22.729,35.4021,120.4920,80.2,대지방전
2019-05-11 23:36:32.607,33.6515,120.0640,84.9,대지방전
2019-05-11 23:37:06.597,35.5535,120.6170,63.6,대지방전
2019-05-11 23:40:21.218,35.5655,120.5940,-48.4,대지방전
2019-05-11 23:41:57.827,33.7025,119.8890,36.7,대지방전
2019-05-11 23:42:17.566,35.5216,120.5040,68.5,대지방전
2019-05-11 23:44:35.495,35.3617,120.6650,118.0,대지방전
2019-05-11 23:44:35.512,35.3708,120.4960,43.3,대지방전
2019-05-11 23:44:35.542,35.3708,120.6950,26.5,대지방전
2019-05-11 23:45:15.817,35.2326,120.5150,57.0,대지방전
2019-05-11 23:49:29.548,35.1910,120.5370,30.0,대지방전
2019-05-11 23:53:05.535,36.1981,120.3210,61.3,대지방전
2019-05-11 23:53:46.386,35.4005,120.6790,48.2,대지방전
2019-05-11 23:55:39.788,35.3650,120.6920,87.0,대지방전
2019-05-11 23:57:58.261,35.3212,120.7000,71.6,대지방전
2019-05-11 23:58:50.670,35.3615,120.7270,126.8,대지방전
2019-05-12 00:02:04.593,35.3579,120.7650,69.2,대지방전
2019-05-12 00:04:05.635,35.3849,120.7010,-46.7,대지방전
2019-05-12 00:04:05.685,35.3643,120.7030,74.5,대지방전
